# The analysis results in this file have been extracted from a superset of the
#
#   Multi-INstrument Burst ARchive (MINBAR) data release 1
#
# comprising analyses of thermonuclear (type-I) X-ray bursts observed by
# the Rossi X-ray Timing Explorer (RXTE), BeppoSAX, and INTEGRAL.
#
# The data has been generated by a query from the web interface at
#
#   http://burst.sci.monash.edu
#
# Some of the data provided here may be PRELIMINARY and NOT SUITABLE FOR 
# PUBLICATION. For the definitive version of the analysis results comprising
# data release 1, download the machine-readable tables available at
#
#   https://doi.org/10.26180/5e4a697d9b8b6
#
# For more information, see the preprint at http://arxiv.org/abs/2003.00685 
# or contact the PI Duncan.Galloway@monash.edu
#
# The last comment line before the data gives the column field names, which
# are also described below:
#   name = Likely burst origin
#   time = Burst start time (MJD UT)
#   instr = Instrument label
#   bpflux = Bolometric peak flux (from blackbody fit)
#   bpfluxe = Uncertainty on bolometric peak flux
#   rexp = Photospheric radius-expansion flag
#
#
# For a complete description of the table fields and units, see
#   https://burst.sci.monash.edu/static/html/columns.html
#
"name"	"time"	"instr"	"bpflux"	"bpfluxe"	"rexp"
"4U 1705-44"	51228.72574	SW1	43.63	12.94	1.21	
"4U 1636-536"	51229.19765	SW2	78.60	27.26	1.92	
"KS 1731-260"	51229.59377	SW1	29.98	9.88	1.19	
"KS 1731-260"	51229.64532	SW1	21.14	6.83	1.08	
"4U 1702-429"	51229.70708	SW1	31.69	14.40	1.34	
"KS 1731-260"	51229.70985	SW1	24.24	3.78	1.11	
"4U 1728-34"	51229.80831	SW1	69.06	13.10	1.58	
"2S 1711-339"	51229.85749	SW1	39.84	10.79	1.17	
"KS 1731-260"	51229.86157	SW1	20.61	3.23	1.09	
"1A 1742-294"	51229.91031	SW1	22.02	7.51	1.08	
"GS 1826-24"	51229.94727	SW1	38.93	10.73	1.00	
"SLX 1744-300"	51230.04448	SW1	27.54	8.53	1.39	
"4U 1702-429"	51230.06415	SW1	42.61	18.45	1.21	
"KS 1731-260"	51230.07546	SW1	17.38	2.65	1.05	
"KS 1731-260"	51230.21121	SW1	29.13	3.85	1.26	
"4U 1735-444"	51230.24257	SW1	25.69	9.84	1.67	
"SLX 1744-300"	51230.24955	SW1	18.20	5.92	1.38	
"KS 1731-260"	51230.26672	SW1	29.70	4.53	1.33	
"4U 1820-303"	51230.34230	SW1	119.07	53.10	2.00	
"4U 1728-34"	51230.44752	SW1	114.09	24.77	1.88	
"1A 1742-294"	51230.51190	SW1	15.96	4.33	1.09	
"KS 1731-260"	51230.58155	SW1	37.17	5.80	1.26	
"4U 1702-429"	51230.59369	SW1	90.30	26.92	1.80	
"4U 1728-34"	51230.65289	SW1	112.02	18.92	1.89	
"4U 1820-303"	51230.71959	SW1	60.04	10.62	2.00	
"1A 1742-294"	51230.79141	SW1	15.21	4.80	1.06	
"4U 1702-429"	51230.79746	SW1	58.48	29.20	1.71	
"KS 1731-260"	51230.80961	SW1	23.76	8.17	1.32	
"4U 1728-34"	51230.85087	SW1	74.70	13.82	1.84	
"KS 1731-260"	51230.85537	SW1	15.00	4.38	1.22	
"4U 1820-303"	51230.86998	SW1	47.37	9.02	2.00	
"GS 1826-24"	51230.92821	SW1	44.95	8.18	1.00	
"4U 1702-429"	51230.99203	SW1	51.21	16.06	1.00	
"4U 1702-429"	51230.99204	XPs	51.21	1.51	1.00	
"KS 1731-260"	51231.02002	SW1	55.62	8.99	1.57	
"4U 1735-444"	51231.19887	SW1	44.65	12.42	1.56	
"4U 1702-429"	51231.20561	SW1	75.47	13.16	1.00	
"4U 1702-429"	51231.20561	XPa	68.74	1.57	1.00	
"4U 1820-303"	51231.20761	SW1	51.63	22.67	2.00	
"4U 1728-34"	51231.21129	SW1	77.26	14.10	1.86	
"4U 1705-44"	51231.24423	SW1	31.53	4.95	1.12	
"4U 1722-30"	51231.37925	SW1	77.32	15.10	2.00	
"4U 1728-34"	51231.41845	SW1	70.91	14.95	1.73	
"4U 1735-444"	51231.44784	SW1	30.44	7.66	1.54	
"4U 1702-429"	51231.44814	SW1	64.83	16.94	1.70	
"4U 1735-444"	51231.48130	SW1	14.99	5.79	1.41	
"4U 1820-303"	51231.54926	SW1	45.01	17.86	2.00	
"4U 1735-444"	51231.58018	SW1	20.91	6.22	1.42	
"4U 1728-34"	51231.60023	SW1	90.79	18.11	1.85	
"4U 1608-522"	51231.72883	SW1	162.95	25.38	2.00	
"4U 1820-303"	51231.73358	SW1	47.43	19.61	2.00	
"4U 1728-34"	51231.79897	SW1	142.37	52.97	1.86	
"XTE J1723-376"	51231.87353	SW1	20.85	6.22	1.25	
"4U 1820-303"	51231.93287	SW1	61.62	26.29	2.00	
"4U 1705-44"	51231.99977	SW1	24.36	3.32	1.12	
"2S 1711-339"	51232.08358	SW1	22.47	6.32	1.21	
"KS 1731-260"	51232.13126	XPa	17.80	0.74	1.00	
"4U 1820-303"	51232.13316	SW1	64.25	25.11	2.00	
"4U 1728-34"	51232.18183	SW1	113.31	21.23	1.82	
"4U 1820-303"	51232.32715	SW1	67.79	31.77	2.00	
"4U 1702-429"	51232.32727	SW1	67.61	10.13	1.64	
"4U 1705-44"	51232.35579	SW1	46.65	16.08	1.33	
"4U 1323-62"	51232.44162	XPl	3.44	0.18	1.00	
"4U 1323-62"	51232.65122	XPl	3.37	0.19	1.00	
"4U 1323-62"	51232.85443	XPs	2.52	0.16	1.00	
"EXO 0748-676"	51233.11360	SW1	14.11	4.45	1.00	
"EXO 0748-676"	51233.12829	SW1	8.74	2.12	1.00	
"4U 1705-44"	51233.27629	SW1	30.21	3.98	1.22	
"4U 1702-429"	51233.27847	SW1	88.33	15.39	1.89	
"4U 1705-44"	51233.28000	SW1	16.80	4.40	1.10	
"4U 1705-44"	51233.45628	SW1	32.46	5.06	1.11	
"4U 1820-303"	51233.56291	SW1	38.49	13.02	2.00	
"4U 1705-44"	51233.60500	SW1	21.92	3.08	1.07	
"4U 1702-429"	51233.61042	SW1	115.13	18.73	1.84	
"4U 1728-34"	51233.66316	SW1	102.82	20.14	1.89	
"4U 1705-44"	51233.73710	SW1	33.73	5.26	1.12	
"4U 1820-303"	51233.74634	SW1	43.46	16.14	2.00	
"4U 1735-444"	51233.85462	SW1	30.38	5.01	1.61	
"4U 1735-444"	51233.87846	SW1	19.67	6.15	1.46	
"4U 1728-34"	51233.88013	SW1	147.13	30.61	1.87	
"4U 1705-44"	51233.89216	SW1	24.40	4.13	1.10	
"4U 1705-44"	51233.89485	SW1	26.42	7.52	1.13	
"4U 1735-444"	51233.92077	SW1	37.10	10.08	1.50	
"4U 1702-429"	51233.92833	SW1	88.07	14.75	1.85	
"4U 1735-444"	51233.93842	SW1	14.22	4.58	1.44	
"4U 1820-303"	51233.95122	SW1	46.49	27.36	2.00	
"4U 1735-444"	51233.99479	SW1	35.37	7.80	1.59	
"XTE J1723-376"	51234.06807	SW1	29.56	10.24	1.16	
"4U 1728-34"	51234.06975	SW1	83.58	28.28	1.79	
"4U 1608-522"	51234.07443	SW1	97.27	15.64	1.91	
"4U 1820-303"	51234.13518	SW1	47.38	14.31	2.00	
"4U 1636-536"	51234.14214	SW1	76.97	16.56	1.99	
"2S 1711-339"	51234.27088	SW1	41.39	13.38	1.44	
"4U 1728-34"	51234.27951	SW1	64.16	13.08	1.86	
"4U 1705-44"	51234.32007	SW1	41.11	5.72	1.09	
"KS 1731-260"	51235.71747	XPa	47.89	1.26	2.00	
"4U 1636-536"	51236.36631	XPl	78.42	1.62	2.00	
"KS 1731-260"	51236.72579	XPa	47.74	1.15	2.00	
"4U 1728-34"	51236.79209	XPa	99.84	6.65	2.00	
"4U 1728-34"	51237.20249	XPa	100.37	7.26	2.00	
"MXB 1730-335"	51238.51671	XPa	1.58	0.60	-1.00	
"4U 1728-34"	51238.56631	XPa	95.18	2.34	1.00	
"4U 1728-34"	51238.79154	XPa	97.57	2.63	2.00	
"4U 1705-44"	51239.43153	XPl	12.48	0.42	1.00	
"4U 1728-34"	51240.04660	XPa	95.63	2.14	2.00	
"KS 1731-260"	51240.87344	SW1	50.24	7.82	1.75	
"4U 1705-44"	51241.89697	XPa	4.12	0.18	1.00	
"KS 1731-260"	51243.42244	SW2	125.95	46.12	1.92	
"GS 1826-24"	51243.49219	SW2	36.85	11.81	1.00	
"4U 1705-44"	51243.96850	XPa	9.50	0.34	1.00	
"EXO 0748-676"	51245.27787	SW2	24.30	9.75	1.00	
"EXO 0748-676"	51246.12133	SW2	18.54	8.35	1.00	
"EXO 0748-676"	51246.61682	SW2	17.57	5.39	1.00	
"EXO 0748-676"	51246.93355	SW2	14.36	2.11	1.00	
"EXO 0748-676"	51247.63167	SW2	18.82	5.92	1.00	
"EXO 0748-676"	51248.14518	SW2	14.75	3.26	1.00	
"EXO 0748-676"	51248.41190	SW2	14.76	5.36	1.00	
"EXO 0748-676"	51248.42396	SW2	19.53	6.63	1.00	
"SAX J1747.0-2853"	51248.75480	SW1	50.80	11.41	1.38	
"XTE J1723-376"	51248.79241	SW1	29.25	8.82	1.11	
"GX 3+1"	51248.82931	SW1	54.88	7.45	1.84	
"4U 1728-34"	51248.83070	SW1	151.24	29.52	1.89	
"KS 1731-260"	51248.83851	SW1	107.98	29.11	1.80	
"GS 1826-24"	51248.90204	SW1	41.90	13.32	1.00	
"4U 1728-34"	51248.95391	SW1	58.73	13.48	1.38	
"1A 1742-294"	51248.97327	SW1	17.61	5.43	1.06	
"KS 1731-260"	51249.15729	SW1	65.56	11.32	1.68	
"4U 1728-34"	51249.22873	SW1	84.77	16.54	1.91	
"KS 1731-260"	51249.46012	SW1	64.86	11.76	1.68	
"1A 1742-294"	51249.50728	SW1	19.35	7.53	1.07	
"4U 1728-34"	51249.55895	SW1	128.35	31.93	1.85	
"4U 1702-429"	51249.63222	SW1	42.90	13.87	1.32	
"4U 1728-34"	51249.71060	SW1	96.91	17.24	1.85	
"KS 1731-260"	51249.76225	SW1	67.92	10.37	1.88	
"KS 1731-260"	51249.84711	SW1	25.13	6.85	1.06	
"GS 1826-24"	51249.85217	SW1	36.49	11.46	1.00	
"1A 1742-294"	51249.86414	SW1	15.24	4.50	1.07	
"MXB 1730-335"	51249.90974	XPy	7.21	0.69	1.00	
"MXB 1730-335"	51249.92558	XPy	8.20	0.74	1.00	
"4U 1702-429"	51249.93069	SW1	80.91	34.07	1.56	
"2S 1711-339"	51249.95844	SW1	26.19	21.73	1.10	
"SLX 1744-300"	51249.97135	SW1	18.83	6.22	1.39	
"1A 1742-294"	51249.98733	SW1	14.40	5.05	1.06	
"4U 1323-62"	51250.03987	XPy	4.37	0.20	1.00	
"KS 1731-260"	51250.06297	SW1	67.88	11.80	1.56	
"SAX J1747.0-2853"	51250.06359	SW1	22.17	6.02	1.24	
"SAX J1747.0-2853"	51250.11416	SW1	30.85	10.78	1.23	
"4U 1323-62"	51250.13240	XPy	3.57	0.13	1.00	
"4U 1323-62"	51250.20777	XPy	2.98	0.10	1.00	
"4U 1323-62"	51250.29543	XPy	4.06	0.19	1.00	
"EXO 0748-676"	51250.62553	SW1	23.02	7.96	1.00	
"EXO 0748-676"	51250.79581	SW1	15.73	5.84	1.00	
"XTE J1710-281"	51251.05796	XPy	0.20	0.05	-1.00	
"MXB 1730-335"	51253.10558	XPc	7.51	0.46	1.00	
"MXB 1730-335"	51253.12503	XPc	7.10	0.45	1.00	
"4U 1728-34"	51253.13073	XPc	98.03	6.16	2.00	
"MXB 1730-335"	51253.16357	XPa	2.56	0.59	-1.00	
"MXB 1730-335"	51253.18289	XPy	8.88	0.73	1.00	
"4U 1728-34"	51256.82630	XPy	70.62	5.64	2.00	
"MXB 1730-335"	51256.83149	XPy	3.49	0.20	1.00	
"GS 1826-24"	51262.14876	SW1	61.38	18.97	1.00	
"4U 1820-303"	51262.20552	SW1	54.23	20.32	2.00	
"4U 1728-34"	51262.27910	SW1	397.71	284.24	1.84	
"4U 1812-12"	51262.41803	SW1	169.20	27.73	2.00	
"4U 1728-34"	51262.45718	SW1	107.90	44.60	1.84	
"2S 1711-339"	51262.47333	SW1	42.67	14.81	1.08	
"GS 1826-24"	51262.58756	SW1	30.51	5.00	1.00	
"1A 1742-294"	51262.61143	SW1	16.33	5.40	1.05	
"4U 1728-34"	51262.67694	SW1	93.79	16.15	1.86	
"GS 1826-24"	51262.81851	SW1	42.94	14.73	1.00	
"4U 1728-34"	51262.90592	XPy	107.28	3.59	2.00	
"4U 1728-34"	51268.63506	XPa	114.82	4.29	3.00	
"SLX 1744-300"	51270.08266	SW1	22.12	6.59	1.07	
"KS 1731-260"	51270.17323	SW1	42.43	11.80	1.56	
"XTE J1723-376"	51270.20133	SW1	32.08	10.48	1.13	
"1A 1742-294"	51270.28513	SW1	19.38	5.03	1.07	
"4U 1728-34"	51270.36609	SW1	112.94	21.38	1.90	
"GX 3+1"	51270.40891	SW1	86.86	12.61	1.93	
"4U 1722-30"	51270.55999	SW1	71.21	12.61	2.00	
"1A 1742-294"	51270.62051	SW1	19.25	7.25	1.06	
"4U 1728-34"	51270.68722	SW1	98.44	21.03	1.90	
"SLX 1744-300"	51270.70195	SW1	15.97	4.66	1.14	
"GS 1826-24"	51270.73890	SW1	38.87	8.73	1.00	
"4U 1702-429"	51270.75398	SW1	86.61	61.24	1.36	
"1A 1742-294"	51270.75848	SW1	11.44	6.74	1.06	
"4U 1728-34"	51270.84059	SW1	122.94	22.55	1.84	
"GS 1826-24"	51270.96333	SW1	40.59	13.51	1.00	
"KS 1731-260"	51270.97565	SW1	53.87	8.98	1.69	
"4U 1728-34"	51271.01243	SW1	126.95	23.52	1.86	
"GX 3+1"	51271.02827	SW1	24.89	7.61	1.50	
"4U 1728-34"	51271.16332	SW1	96.24	15.62	1.83	
"1A 1742-294"	51274.02154	SW1	16.21	4.65	1.14	
"4U 1728-34"	51274.03623	SW1	84.60	14.82	1.88	
"GS 1826-24"	51274.09815	SW1	56.54	14.33	1.00	
"GX 3+1"	51274.10679	SW1	44.48	6.91	1.70	
"1A 1742-294"	51274.14690	SW1	22.17	6.03	1.06	
"4U 1728-34"	51274.17240	SW1	79.98	27.50	1.88	
"GS 1826-24"	51274.31204	SW1	33.12	10.01	1.00	
"KS 1731-260"	51274.44885	SW1	65.39	9.90	1.64	
"4U 1728-34"	51274.45150	SW1	86.35	13.61	1.72	
"XTE J1723-376"	51274.48769	SW1	43.12	14.90	1.16	
"MXB 1658-298"	51274.50949	XPa	21.50	0.67	2.00	
"1A 1742-294"	51274.54539	SW1	13.81	4.79	1.07	
"GX 3+1"	51274.56153	SW1	35.11	4.99	1.66	
"XB 1832-330"	51274.61668	SW1	38.09	8.03	1.07	
"4U 1702-429"	51274.61911	SW1	63.89	23.63	1.61	
"1A 1742-294"	51274.63209	SW1	13.08	3.81	1.06	
"KS 1731-260"	51274.64278	SW1	54.76	17.15	1.43	
"4U 1728-34"	51274.70308	SW1	129.13	22.06	1.82	
"2S 1711-339"	51274.77595	SW1	27.14	7.66	1.24	
"4U 1728-34"	51274.83946	SW1	77.44	14.56	1.84	
"4U 1728-34"	51274.96315	SW1	112.61	21.45	1.85	
"GX 3+1"	51274.97165	SW1	71.48	16.40	1.84	
"1A 1742-294"	51274.97899	SW1	15.53	4.69	1.06	
"4U 1608-522"	51275.63120	SW2	154.93	30.70	1.94	
"4U 1735-444"	51275.84775	SW2	47.86	16.69	1.83	
"MXB 1658-298"	51277.61637	XPa	23.16	0.73	2.00	
"1A 1742-294"	51277.90208	SW1	12.80	3.34	1.06	
"KS 1731-260"	51277.95775	SW1	71.56	13.22	1.82	
"XB 1832-330"	51277.96857	SW1	59.00	22.77	1.05	
"4U 1728-34"	51277.99356	SW1	89.56	13.09	1.59	
"1A 1742-294"	51277.99430	SW1	10.31	2.94	1.06	
"KS 1731-260"	51278.05103	SW1	22.09	6.39	1.09	
"XTE J1723-376"	51278.12288	SW1	75.20	26.88	1.56	
"4U 1728-34"	51278.15715	SW1	158.69	28.28	1.91	
"GX 3+1"	51278.17188	SW1	51.33	7.81	1.83	
"GS 1826-24"	51278.22173	SW1	38.07	11.35	1.00	
"KS 1731-260"	51278.23463	SW1	45.84	7.28	1.22	
"4U 1728-34"	51278.32211	SW1	101.67	17.13	1.82	
"2S 1711-339"	51278.32734	SW1	26.37	7.45	1.10	
"1A 1742-294"	51278.37034	SW1	15.66	4.53	1.06	
"MXB 1658-298"	51278.40945	XPa	24.08	0.68	2.00	
"GS 1826-24"	51278.43149	SW1	49.69	9.52	1.00	
"KS 1731-260"	51278.49710	SW1	73.63	19.52	1.74	
"GS 1826-24"	51278.64498	SW1	42.17	13.99	1.00	
"4U 1722-30"	51278.69029	SW1	102.35	21.04	2.00	
"4U 1728-34"	51278.71253	SW1	157.13	25.90	1.90	
"XTE J1723-376"	51278.76124	SW1	54.59	14.96	1.50	
"KS 1731-260"	51278.76436	SW1	85.06	25.56	1.77	
"1A 1742-294"	51278.77629	SW1	11.90	5.03	1.06	
"GS 1826-24"	51278.86394	SW1	26.78	2.86	1.00	
"4U 1735-444"	51278.96105	SW1	36.58	11.73	1.79	
"2S 1711-339"	51278.99200	SW1	26.21	10.13	1.08	
"KS 1731-260"	51278.99495	SW1	94.78	14.43	1.67	
"1A 1742-294"	51279.04004	SW1	14.92	5.15	1.07	
"4U 1728-34"	51279.05639	SW1	114.90	19.40	1.91	
"XB 1832-330"	51279.09227	SW1	47.55	24.62	1.08	
"KS 1731-260"	51279.11391	SW1	24.19	7.18	1.07	
"4U 1728-34"	51279.17466	SW1	69.80	12.26	1.65	
"1A 1742-294"	51279.18015	SW1	20.64	8.04	1.07	
"KS 1731-260"	51279.18157	SW1	25.88	3.88	1.24	
"MXB 1658-298"	51282.49232	XPa	15.88	0.59	2.00	
"MXB 1658-298"	51286.69321	XPy	25.66	0.84	2.00	
"MXB 1658-298"	51286.76896	XPy	10.26	0.48	1.00	
"MXB 1658-298"	51287.53776	XPl	7.21	0.66	-1.00	
"MXB 1658-298"	51288.68430	XPa	19.64	0.59	2.00	
"MXB 1658-298"	51289.49025	XPy	18.71	0.72	2.00	
"MXB 1658-298"	51292.61332	XPl	2.86	0.22	1.00	
"4U 1636-536"	51297.07198	XPj	75.69	2.08	2.00	
"4U 1636-536"	51297.17190	XPj	2.08	0.17	1.00	
"MXB 1658-298"	51297.61916	XPq	14.31	0.55	2.00	
"MXB 1658-298"	51303.46517	XPl	12.76	0.38	2.00	
"MXB 1658-298"	51307.72519	XPl	16.68	0.62	2.00	
"EXO 0748-676"	51309.93793	XPj	13.45	0.52	1.00	
"4U 1254-69"	51312.08684	SW2	27.70	20.32	1.32	
"Aql X-1"	51317.95241	XPs	28.34	2.56	1.00	
"4U 0513-40"	51324.28695	XPl	13.87	0.62	1.00	
"4U 1254-69"	51325.01080	SW1	9.01	6.12	1.13	
"4U 1735-444"	51326.24968	XPc	18.49	0.84	1.00	
"Cyg X-2"	51330.82301	XPj	8.26	1.21	1.00	
"MXB 1658-298"	51331.32119	XPy	14.98	0.51	2.00	
"Aql X-1"	51332.77990	XPy	126.74	2.75	2.00	
"4U 1705-44"	51333.39531	XPj	47.37	1.73	2.00	
"Aql X-1"	51336.59074	XPq	117.78	2.56	2.00	
"2S 0918-549"	51339.04936	SW1	132.91	28.53	2.00	
"4U 1636-536"	51339.24688	XPl	72.95	1.39	2.00	
"4U 1735-444"	51347.12625	XPy	39.45	1.39	2.00	
"4U 1636-536"	51347.98824	XPy	66.35	4.03	2.00	
"4U 1735-444"	51348.10779	XPy	35.59	1.24	2.00	
"4U 1636-536"	51348.72984	XPy	67.69	4.24	2.00	
"Cyg X-2"	51349.62899	XPq	11.50	1.60	-1.00	
"4U 1636-536"	51350.79574	XPl	69.33	1.69	2.00	
"KS 1731-260"	51355.35667	XPj	24.23	0.70	1.00	
"XTE J1710-281"	51359.69022	XPa	2.24	0.07	1.00	
"4U 1728-34"	51359.82655	XPj	95.64	3.18	2.00	
"EXO 0748-676"	51364.12048	XPy	0.24	0.04	1.00	
"EXO 0748-676"	51364.27693	XPj	6.61	0.24	1.00	
"Aql X-1"	51365.69453	XPj	61.70	1.84	1.00	
"4U 1728-34"	51369.42186	XPa	106.89	2.81	2.00	
"4U 1254-69"	51372.13667	SW2	12.97	9.45	1.01	
"4U 1254-69"	51372.61600	SW2	8.26	4.63	1.08	
"4U 1705-44"	51373.63500	XPe	23.62	0.76	1.00	
"4U 1254-69"	51382.49333	SW1	8.05	6.88	1.08	
"4U 1705-44"	51390.13592	XPj	11.44	0.34	1.00	
"Cyg X-2"	51390.74672	XPe	10.46	3.48	3.00	
"KS 1731-260"	51397.26052	XPj	29.67	1.10	1.00	
"4U 0513-40"	51400.67303	SW2	21.97	5.58	1.02	
"GX 3+1"	51400.77493	XPj	60.58	1.77	2.00	
"4U 1728-34"	51401.77379	SW2	270.91	141.17	1.88	
"4U 1728-34"	51401.91680	SW2	74.28	29.64	1.60	
"4U 1702-429"	51401.97749	SW2	123.36	51.91	1.84	
"4U 1728-34"	51402.04128	SW2	75.92	31.57	1.68	
"4U 1608-522"	51402.05056	SW2	155.93	16.98	2.00	
"4U 1636-536"	51402.17977	SW2	34.40	5.12	1.59	
"4U 1735-444"	51402.47217	SW2	20.48	7.19	1.63	
"4U 1608-522"	51402.54102	SW2	126.55	16.61	2.00	
"4U 1728-34"	51402.58493	SW2	80.57	48.51	1.58	
"4U 1608-522"	51402.59554	SW2	86.03	20.67	1.60	
"4U 1728-34"	51402.72967	SW2	105.45	44.17	1.91	
"4U 1702-429"	51402.74337	SW2	91.07	15.45	1.92	
"KS 1731-260"	51404.26312	XPj	35.76	1.34	1.00	
"Aql X-1"	51408.72168	XPl	94.47	1.97	2.00	
"4U 1728-34"	51409.39847	XPl	44.64	1.49	1.00	
"4U 1728-34"	51409.50651	XPl	40.19	1.32	1.00	
"4U 1728-34"	51409.58384	XPj	40.93	1.60	1.00	
"4U 1728-34"	51409.65761	XPj	45.44	1.68	1.00	
"4U 1728-34"	51410.24636	XPy	48.70	1.50	1.00	
"EXO 0748-676"	51411.60055	XPy	4.05	0.16	1.00	
"Aql X-1"	51413.50548	XPj	66.30	1.97	1.00	
"Cyg X-2"	51413.70140	XPq	7.88	2.23	1.00	
"KS 1731-260"	51414.13129	SW2	29.34	4.35	1.07	
"4U 1728-34"	51414.27513	SW2	57.83	9.75	1.76	
"GX 3+1"	51414.27594	SW2	77.44	12.74	1.96	
"4U 1735-444"	51414.33269	SW2	40.81	15.02	1.56	
"KS 1731-260"	51414.33628	SW2	47.89	7.01	1.08	
"1A 1742-294"	51414.36513	SW2	11.42	3.82	1.11	
"GS 1826-24"	51414.43131	SW2	28.99	5.60	1.00	
"XB 1832-330"	51414.48529	SW2	62.11	25.47	1.13	
"KS 1731-260"	51414.54564	SW2	43.01	13.19	1.07	
"4U 1728-34"	51414.62817	SW2	55.14	8.23	1.85	
"GX 3+1"	51414.67820	SW2	36.22	5.29	1.53	
"4U 1735-444"	51414.68439	SW2	30.38	11.82	1.77	
"KS 1731-260"	51414.75092	SW2	36.91	4.82	1.08	
"4U 1705-44"	51414.75198	SW2	36.03	19.25	1.63	
"4U 1728-34"	51414.75997	SW2	48.22	14.92	1.73	
"KS 1731-260"	51414.85664	SW2	28.58	4.96	1.11	
"4U 1728-34"	51414.95589	SW2	34.53	10.25	1.54	
"KS 1731-260"	51414.96278	SW2	59.55	9.20	1.13	
"4U 1702-429"	51415.00873	SW2	67.05	28.17	1.12	
"KS 1731-260"	51415.06447	SW2	33.60	4.60	1.07	
"GS 1826-24"	51415.09862	SW2	30.60	11.01	1.00	
"4U 1728-34"	51415.20909	SW2	42.43	11.13	1.60	
"1A 1742-294"	51415.22552	SW2	38.38	5.43	1.16	
"KS 1731-260"	51415.26731	SW2	36.46	4.98	1.08	
"4U 1728-34"	51415.34131	SW2	45.64	13.48	1.56	
"1A 1742-294"	51415.34321	SW2	15.82	5.37	1.10	
"4U 1728-34"	51415.45799	SW2	47.57	7.17	1.73	
"KS 1731-260"	51415.47187	SW2	36.62	5.38	1.07	
"KS 1731-260"	51416.31719	XPj	31.81	1.29	1.00	
"GX 3+1"	51422.80107	SW2	62.11	8.40	1.87	
"4U 1702-429"	51422.80121	SW2	112.72	40.55	1.87	
"KS 1731-260"	51422.80187	SW2	36.87	10.71	1.28	
"4U 1722-30"	51422.83738	SW2	80.99	14.76	2.00	
"4U 1728-34"	51422.87517	SW2	129.63	23.18	1.85	
"KS 1731-260"	51422.87978	SW2	32.32	3.76	1.11	
"KS 1731-260"	51422.95392	SW2	30.36	5.33	1.11	
"KS 1731-260"	51423.02737	SW2	35.50	4.88	1.12	
"4U 1735-444"	51423.13547	SW2	40.03	16.37	1.81	
"4U 1702-429"	51423.20222	SW2	99.10	44.04	1.66	
"1A 1742-294"	51423.35334	SW2	31.56	7.73	1.36	
"4U 1728-34"	51423.35342	SW2	77.55	11.33	1.88	
"KS 1731-260"	51423.40455	SW2	41.69	8.00	1.24	
"KS 1731-260"	51423.48471	SW2	30.60	6.07	1.11	
"4U 1702-429"	51423.54202	SW2	102.95	36.87	1.89	
"KS 1731-260"	51423.55982	SW2	37.90	5.70	1.33	
"SLX 1744-300"	51423.57065	SW2	18.32	5.16	1.13	
"GX 3+1"	51423.57633	SW2	60.76	8.73	1.83	
"4U 1728-34"	51423.61444	SW2	90.84	34.24	1.86	
"KS 1731-260"	51423.63696	SW2	37.47	4.57	1.25	
"GS 1826-24"	51423.68804	SW2	48.74	8.54	1.00	
"SAX J1712.6-3739"	51423.87202	SW2	160.11	54.72	1.86	
"4U 1728-34"	51423.89895	SW2	94.88	17.39	1.89	
"KS 1731-260"	51424.00546	SW2	39.67	5.16	1.16	
"KS 1731-260"	51424.08150	SW2	48.78	7.21	1.18	
"GS 1826-24"	51424.13832	SW2	48.26	14.78	1.00	
"KS 1731-260"	51424.14882	SW2	31.62	9.33	1.17	
"EXO 0748-676"	51425.43989	SW2	29.52	12.57	1.00	
"EXO 0748-676"	51425.61848	SW2	18.18	11.02	1.00	
"EXO 0748-676"	51429.86602	SW2	37.39	23.59	1.00	
"KS 1731-260"	51430.44283	SW2	61.17	9.90	1.82	
"GS 1826-24"	51430.57089	SW2	54.97	20.66	1.00	
"KS 1731-260"	51430.85177	SW2	46.94	6.69	1.75	
"1A 1742-294"	51430.90712	SW2	29.01	4.11	1.09	
"4U 1728-34"	51430.96109	SW2	63.59	12.25	1.58	
"KS 1731-260"	51431.15433	SW2	71.69	21.38	1.93	
"4U 1728-34"	51431.23399	SW2	109.64	20.13	1.90	
"GX 3+1"	51431.24102	SW2	44.23	10.66	1.77	
"4U 1722-30"	51431.28156	SW2	73.09	13.09	2.00	
"4U 1702-429"	51431.28692	SW2	103.65	33.87	1.77	
"1A 1742-294"	51431.38414	SW2	35.78	4.89	1.12	
"SLX 1744-300"	51431.43347	SW2	10.37	4.05	1.07	
"GS 1826-24"	51431.51757	SW2	49.19	8.24	1.00	
"4U 1728-34"	51431.81283	SW1	83.64	12.35	1.88	
"KS 1731-260"	51431.85196	SW1	100.82	17.37	1.89	
"KS 1731-260"	51431.96008	SW1	41.71	5.97	1.43	
"GS 1826-24"	51432.24226	SW1	33.97	15.56	1.00	
"4U 1728-34"	51432.35114	SW1	110.66	17.13	1.87	
"4U 1812-12"	51432.36135	SW1	177.99	28.64	2.00	
"4U 0513-40"	51433.92867	SW1	27.72	16.05	1.03	
"Cyg X-2"	51434.10123	XPj	13.65	3.32	3.00	
"Cyg X-2"	51434.10797	XPj	11.21	0.90	1.00	
"Cyg X-2"	51434.28474	XPj	12.01	1.05	1.00	
"4U 0513-40"	51434.78371	SW1	13.73	4.46	1.03	
"1A 1742-294"	51438.64675	SW2	22.50	6.54	1.08	
"KS 1731-260"	51438.65516	SW2	43.87	20.70	1.39	
